Generated,Corrected
"ਆਗਿਆ ਪੱਤਰ: ਮੈਂ ਆਪਣੇ ਬੱਚੇ ਲਈ ਆਗਿਆ ਦਿੰਦਾ/ਦਿੰਦੀ ਹਾਂ, ਜੋ ਵਰਗ 8 ਵਿੱਚ ਹੈ, ਬੁਧਵਾਰ, 17 ਮਾਰਚ ਨੂੰ ""ਸਾਡਾ ਗਲੈਕਸੀ ਖੋਜਣਾ"" ਵਿਗਿਆਨ ਦੀ ਪੂਰੀ ਜਾਣਕਾਰੀ ਵਿੱਚ ਭਾਗ ਲੈਣ ਲਈ।","ਆਗਿਆ ਪੱਤਰ: ਮੈਂ ਆਪਣੇ ਬੱਚੇ ਨੂੰ ਆਗਿਆ ਦਿੰਦਾ/ਦਿੰਦੀ ਹਾਂ, ਜੋ ਸਾਲ 8 ਵਿੱਚ ਹੈ, ਕਿ ਉਹ ਬੁੱਧਵਾਰ, 17 ਮਾਰਚ ਨੂੰ ਹੋਣ ਵਾਲੀ ""Exploring Our Galaxy / ਆਪਣੀ ਗੈਲਕਸੀ ਦੀ ਖੋਜ "" ਨਾਮੀ ਵਿਗਿਆਨਕ ਪ੍ਰਦਰਸ਼ਨੀ ਵਿੱਚ ਹਿੱਸਾ ਲੈ ਸਕਦਾ/ਦੀ ਹੈ।"
"ਮੈਨੂੰ ਸਮਝ ਹੈ ਕਿ ਇਸ ਪੂਰੀ ਜਾਣਕਾਰੀ ਦੀ ਲਾਗਤ $20 ਹੈ ਅਤੇ ਮੈਂ ਵੀੱਕੀ, 12 ਮਾਰਚ ਤੱਕ ਸਕੂਲ ਦੇ ਭੁਗਤਾਨ ਪੋਰਟਲ ਰਾਹੀਂ ਭੁਗਤਾਨ ਕਰਨ ਲਈ ਸਹਿਮਤ ਹਾਂ।","ਮੈਂ ਸਮਝਦਾ/ਦੀ ਹਾਂ ਕਿ ਪ੍ਰਦਰਸ਼ਨੀ ਦੀ ਕੀਮਤ $20 ਹੈ ਅਤੇ ਮੈਂ ਸਕੂਲ ਦੇ ਭੁਗਤਾਨ ਪੋਰਟਲ ‘ਤੇ ਜਾ ਕੇ ਸ਼ੁੱਕਰਵਾਰ, 12 ਮਾਰਚ ਤਕ ਇਸਦਾ ਭੁਗਤਾਨ ਕਰਨ ਲਈ ਤਿਆਰ ਹਾਂ।"
ਮਾਪੇ/ਸੁਰੱਖਿਆਕਰਤਾ ਦਾ ਨਾਮ: ________________________,ਮਾਤਾ/ਪਿਤਾ/ਦੇਖਭਾਲਕਰਤਾ ਦਾ ਨਾਮ: ________________________
ਮਾਪੇ/ਸੁਰੱਖਿਆਕਰਤਾ ਦਾ ਦਸਤਖਤ: ________________________,ਮਾਤਾ/ਪਿਤਾ/ਦੇਖਭਾਲਕਰਤਾ ਦੇ ਦਸਤਖਤ: ________________________
ਤਾਰੀਖ: ________________________,ਤਾਰੀਖ: ________________________
"ਕਿਰਪਾ ਕਰਕੇ ਇਸ ਆਗਿਆ ਪੱਤਰ ਨੂੰ ਆਪਣੇ ਬੱਚੇ ਦੇ ਵਿਗਿਆਨ ਦੇ ਅਧਿਆਪਕ ਨੂੰ ਵੀੱਕੀ, 12 ਮਾਰਚ ਤੱਕ ਵਾਪਸ ਕਰੋ।","ਕਿਰਪਾ ਕਰ ਕੇ ਆਗਿਆ ਪੱਤਰ ਬੱਚੇ ਦੇ ਵਿਗਿਆਨ ਦੇ ਅਧਿਆਪਕ ਨੂੰ ਸ਼ੁੱਕਰਵਾਰ, 12 ਮਾਰਚ ਤਕ ਭੇਜ ਦਿਉ।"
ਸਲਾਮ:,ਸਲਾਮ:
"ਸਤ ਸ੍ਰੀ ਅਕਾਲ,"," ਸਤ ਸ੍ਰੀ ਅਕਾਲ, "
" ਸਤ ਸ੍ਰੀ ਅਕਾਲ, ","ਸਤ ਸ੍ਰੀ ਅਕਾਲ, "
"ਹੈਲੋ, ","ਹੈਲੋ, "
"ਸਤ ਸ੍ਰੀ ਅਕਾਲ, ","ਸਤ ਸ੍ਰੀ ਅਕਾਲ, "
"ਸ਼ੁਭ ਸਵੇਰ, ","ਸ਼ੁਭ ਸਵੇਰ, "
"ਸ਼ੁਭ ਦੁਪਹਿਰ, ","ਸ਼ੁਭ ਦੁਪਹਿਰ, "
"ਸ਼ੁਭ ਸ਼ਾਮ, ","ਸ਼ੁਭ ਸ਼ਾਮ, "
"ਸਲਾਮ, ","ਸਲਾਮ, "
"ਹੈਲੋ, ","ਹੈਲੋ, "
"ਸਲਾਮਤੀਆਂ,","ਦੁਆ-ਸਲਾਮਤੀਆਂ, "
 ਸਤ ਸ੍ਰੀ ਅਕਾਲ।,ਸਤ ਸ੍ਰੀ ਅਕਾਲ।
"ਬੱਚਾ 1: ਸਤ ਸ੍ਰੀ ਅਕਾਲ, ਮੈਂ ਲਿਲੀ ਹਾਂ। ਤੁਹਾਡਾ ਨਾਮ ਕੀ ਹੈ?","ਬੱਚਾ 1: ਸਤ ਸ੍ਰੀ ਅਕਾਲ, ਮੈਂ ਲਿਲੀ ਹਾਂ। ਤੁਹਾਡਾ ਨਾਮ ਕੀ ਹੈ?"
ਬੱਚਾ 2: ਮੈਂ ਲੂਸੀਆ ਹਾਂ।,ਬੱਚਾ 2: ਮੈਂ ਲੂਸੀਆ ਹਾਂ।
ਬੱਚਾ 1: ਕੀ ਤੁਹਾਡੇ ਕੋਲ ਕੋਈ ਪਾਲਤੂ ਜਾਨਵਰ ਹਨ?,ਬੱਚਾ 1: ਕੀ ਤੁਹਾਡੇ ਕੋਲ ਕੋਈ ਪਾਲਤੂ ਜਾਨਵਰ ਹਨ?
"ਬੱਚਾ 2: ਹਾਂ, ਮੇਰੇ ਕੋਲ ਇੱਕ ਬਿੱਲੀ ਹੈ ਜਿਸਦਾ ਨਾਮ ਵਿਸਕਰਜ਼ ਹੈ। ਤੁਹਾਡੇ ਕੋਲ ਕੀ ਹੈ?","ਬੱਚਾ 2: ਹਾਂ, ਮੇਰੇ ਕੋਲ ਇੱਕ ਬਿੱਲੀ ਹੈ ਜਿਸਦਾ ਨਾਮ ਵਿਸਕਰਜ਼ ਹੈ। ਤੁਹਾਡੇ ਕੋਲ ਕੀ ਹੈ?"
"ਬੱਚਾ 1: ਇਹ ਵਧੀਆ ਹੈ, ਮੈਕਸ! ਮੇਰੇ ਕੋਲ ਇੱਕ ਕੁੱਤਾ ਹੈ ਜਿਸਦਾ ਨਾਮ ਸਪਾਰਕੀ ਹੈ। ਉਹ ਬਹੁਤ ਖਿਡੌਣਾ ਹੈ ਅਤੇ ਗੇਂਦਾਂ ਨੂੰ ਭੱਜਣਾ ਪਸੰਦ ਕਰਦਾ ਹੈ।","ਬੱਚਾ 1: ਇਹ ਵਧੀਆ ਹੈ, ਮੈਕਸ! ਮੇਰੇ ਕੋਲ ਇੱਕ ਕੁੱਤਾ ਹੈ ਜਿਸਦਾ ਨਾਮ ਸਪਾਰਕੀ ਹੈ। ਉਹ ਖੇਡਣ ਦਾ ਸ਼ੌਕੀਨ ਹੈ ਅਤੇ ਗੇਂਦਾਂ ਪਿੱਛੇ ਭੱਜਣਾ ਪਸੰਦ ਕਰਦਾ ਹੈ।"
ਬੱਚਾ 2: ਵਿਸਕਰਜ਼ ਸੂਰਜ ਵਿੱਚ ਸੁੱਤਣਾ ਅਤੇ ਯਾਰਨ ਦੀਆਂ ਗੇਂਦਾਂ ਨਾਲ ਖੇਡਣਾ ਪਸੰਦ ਕਰਦਾ ਹੈ।,ਬੱਚਾ 2: ਵਿਸਕਰਜ਼ ਧੁੱਪੇ ਸੌਣਾ ਅਤੇ ਧਾਗੇ ਦੀਆਂ ਬਣੀਆਂ ਗੇਂਦਾਂ ਨਾਲ ਖੇਡਣਾ ਪਸੰਦ ਕਰਦਾ ਹੈ।
ਪਾਠ ਦਾ ਨਾਮ: 'oo' ਧੁਨੀ ਦੀ ਖੋਜ।,ਪਾਠ ਦਾ ਨਾਮ: 'oo/ਊ' ਧੁਨੀ ਬਾਰੇ ਸਿੱਖਣਾ।
ਇਹ ਫੋਨਿਕਸ ਪਾਠ 'oo' ਧੁਨੀ 'ਤੇ NSW ਇੰਗਲਿਸ਼ K-10 ਸਿਲੇਬਸ ਦੇ ਪੜ੍ਹਾਈ ਦੇ ਪੜਾਅ 1 ਦੇ ਵਿਦਿਆਰਥੀਆਂ (ਕਿੰਡਰਗਾਰਟਨ ਤੋਂ ਦੂਜੇ ਸਾਲ ਤੱਕ) ਨਾਲ ਅਨੁਕੂਲ ਹੈ।,ਇਹ ਫੋਨਿਕਸ ਪਾਠ 'oo/ਊ' ਧੁਨੀ NSW ਇੰਗਲਿਸ਼ K-10 ਪੜ੍ਹਾਈ ਦੇ ਪੜਾਅ 1 ਦੇ ਵਿਦਿਆਰਥੀਆਂ (ਕਿੰਡਰਗਾਰਟਨ ਤੋਂ ਦੂਜੇ ਸਾਲ ਤੱਕ) ਦੇ ਪਾਠਕ੍ਰਮ ਦੇ ਅਨੁਕੂਲ ਹੈ।
ਸਿਖਣ ਦਾ ਉਦੇਸ਼: ਵਿਦਿਆਰਥੀ ਛੋਟੀ 'oo' ਧੁਨੀ (ਜਿਵੇਂ 'ਬੁੱਕ' ਵਿੱਚ) ਅਤੇ ਲੰਮੀ 'oo' ਧੁਨੀ (ਜਿਵੇਂ 'ਮੂਨ' ਵਿੱਚ) ਨੂੰ ਪਛਾਣਨਾ ਅਤੇ ਵੱਖਰਾ ਕਰਨਾ ਸਿੱਖਣਗੇ।,ਸਿਖਣ ਦਾ ਉਦੇਸ਼: ਵਿਦਿਆਰਥੀ ਛੋਟੀ 'ਊ' ਧੁਨੀ (ਜਿਵੇਂ 'ਬੁੱਕ' ਵਿੱਚ) ਅਤੇ ਲੰਮੀ 'ਊ' ਧੁਨੀ (ਜਿਵੇਂ 'ਮੂਨ') ਵਿੱਚ ਫਰਕ ਨੂੰ ਪਛਾਣਨਾ ਅਤੇ ਇਨ੍ਹਾਂ ਵਿੱਚ ਕੀ ਫਰਕ ਹੈ ਇਸ ਬਾਰੇ ਸਿੱਖਣਗੇ।
NSW ਇੰਗਲਿਸ਼ K-10 ਸਿਲੇਬਸ ਦੇ ਲਿੰਕ: ਕਵਿਤਾ ਵਾਲੇ ਸ਼ਬਦ ਅਤੇ ਸਿਲੇਬਲ ਪਛਾਣਣਾ ਅਤੇ ਉਤਪਾਦਨ ਕਰਨਾ (ENe-7B)।,NSW ਇੰਗਲਿਸ਼ K-10 ਪਾਠਕ੍ਰਮ ਦੇ ਲਿੰਕ: ਕਵਿਤਾ ਵਰਗੇ ਸ਼ਬਦਾਂ ਅਤੇ ਸਿਲੇਬਲ ਪਛਾਣਣਾ ਅਤੇ ਅਜਿਹੇ ਸ਼ਬਦ ਬਨਾਉਣਾ (ENe-7B)।
ਵੱਖ-ਵੱਖ ਸੰਚਾਰ ਦੇ ਢੰਗਾਂ ਨੂੰ ਸਮਝਣਾ (ENe-8B)।,ਸੰਚਾਰ ਦੇ ਵੱਖ-ਵੱਖ ਤਰੀਕਿਆਂ ਨੂੰ ਸਮਝਣਾ (ENe-8B)।
ਪਾਠ ਦੀਆਂ ਗਤੀਵਿਧੀਆਂ:,ਪਾਠ ਦੀਆਂ ਗਤੀਵਿਧੀਆਂ:
"ਜਾਣ ਪਛਾਣ (ਸਾਰਾ ਕਲਾਸ - 10 ਮਿੰਟ): 'oo' ਵਾਲੇ ਸ਼ਬਦਾਂ ਦੀਆਂ ਚਿੱਤਰਾਂ ਦਿਖਾਓ (ਜਿਵੇਂ ਕਿ, ਬੁੱਕ, ਮੂਨ)।","ਜਾਣ-ਪਛਾਣ ( ਪੂਰੀ ਜਮਾਤ - 10 ਮਿੰਟ): 'oo/ਊ' ਵਾਲੇ ਸ਼ਬਦਾਂ ਵਾਲੇ ਚਿੱਤਰ ਦਿਖਾਉਣਾ (ਜਿਵੇਂ ਕਿ, ਬੁੱਕ, ਮੂਨ)।"
ਛੋਟੀ 'oo' ਅਤੇ ਲੰਮੀ 'oo' ਧੁਨੀਆਂ ਵਿਚਕਾਰ ਦੇ ਫਰਕਾਂ ਬਾਰੇ ਚਰਚਾ ਕਰੋ।,ਛੋਟੀ 'ਊ/oo' ਅਤੇ ਲੰਮੀ 'ਊ/oo' ਧੁਨੀਆਂ ਵਿਚਕਾਰ ਫਰਕਾਂ ਬਾਰੇ ਚਰਚਾ ਕਰਨਾ।
ਫੋਨਿਕਸ ਛਾਂਟਣ ਦੀ ਗਤੀਵਿਧੀ (ਛੋਟੇ ਗਰੁੱਪ - 15 ਮਿੰਟ): ਛੋਟੀ ਅਤੇ ਲੰਮੀ 'oo' ਸ਼੍ਰੇਣੀਆਂ ਵਿੱਚ ਛਾਂਟਣ ਲਈ ਸ਼ਬਦ ਕਾਰਡ ਦਿਓ।,Phonics/ਫੋਨਿਕਸ ਛਾਂਟਣ ਦੀ ਗਤੀਵਿਧੀ (ਛੋਟੇ ਗਰੁੱਪ - 15 ਮਿੰਟ): ਛੋਟੀ ਅਤੇ ਲੰਮੀ 'oo' ਸ਼੍ਰੇਣੀਆਂ ਵਿੱਚ ਛਾਂਟਣ ਲਈ ਸ਼ਬਦ ਲਿਖੇ ਕਾਰਡ।
ਵਿਦਿਆਰਥੀਆਂ ਨੂੰ ਸ਼ਬਦਾਂ ਨੂੰ ਉੱਚਾਰਨ ਕਰਨ ਲਈ ਪ੍ਰੇਰਿਤ ਕਰੋ।,ਵਿਦਿਆਰਥੀਆਂ ਨੂੰ ਸ਼ਬਦਾਂ ਨੂੰ ਉੱਚਾਰਨ ਕਰਨ ਲਈ ਪ੍ਰੇਰਿਤ ਕਰਨਾ।
ਇੰਟਰੈਕਟਿਵ ਖੇਡ (ਸਾਰਾ ਕਲਾਸ - 10 ਮਿੰਟ): ਇਕ ਡਿਜਿਟਲ ਸਰੋਤ ਦੀ ਵਰਤੋਂ ਕਰਕੇ ਇੱਕ ਖੇਡ ਖੇਡੋ ਜਿਸ ਵਿੱਚ ਵਿਦਿਆਰਥੀ 'oo' ਸ਼ਬਦਾਂ ਨੂੰ ਪਛਾਣਦੇ ਅਤੇ ਸ਼੍ਰੇਣੀਬੱਧ ਕਰਦੇ ਹਨ।,ਇੰਟਰੈਕਟਿਵ ਖੇਡ (ਪੂਰੀ ਜਮਾਤ - 10 ਮਿੰਟ): ਇਕ ਡਿਜਿਟਲ ਸਰੋਤ ਦੀ ਵਰਤੋਂ ਕਰਕੇ ਇੱਕ ਖੇਡ ਖੇਡੋ ਜਿਸ ਵਿੱਚ ਵਿਦਿਆਰਥੀ 'oo' ਸ਼ਬਦਾਂ ਨੂੰ ਪਛਾਣਦੇ ਅਤੇ ਸ਼੍ਰੇਣੀਬੱਧ ਕਰਦੇ ਹਨ।
ਪੜ੍ਹਨ ਅਤੇ ਲਿਖਣ ਦੀ ਗਤੀਵਿਧੀ (ਵਿਅਕਤੀਗਤ - 15 ਮਿੰਟ): 'oo' ਸ਼ਬਦਾਂ ਵਾਲੀਆਂ ਵਾਕਾਂ ਜਾਂ ਛੋਟੀਆਂ ਕਹਾਣੀਆਂ ਵੰਡੋ।,ਪੜ੍ਹਨ ਅਤੇ ਲਿਖਣ ਦੀ ਗਤੀਵਿਧੀ (ਵਿਅਕਤੀਗਤ ਪੱਧਰ ‘ਤੇ - 15 ਮਿੰਟ): 'ਊ/oo' ਸ਼ਬਦਾਂ ਲਿਖੇ ਹੋਏ ਵਾਕ ਜਾਂ ਛੋਟੀਆਂ ਕਹਾਣੀਆਂ ਵੰਡੋ।
ਵਿਦਿਆਰਥੀ 'oo' ਧੁਨੀਆਂ ਨੂੰ ਉਰਦੂ ਕਰਦੇ ਹਨ ਅਤੇ ਆਪਣੀਆਂ ਆਪਣੀਆਂ ਵਾਕਾਂ ਨੂੰ ਚਿੱਤਰਾਂ ਨਾਲ ਲਿਖਦੇ ਹਨ।,ਵਿਦਿਆਰਥੀ 'ਊ/oo' ਧੁਨੀਆਂ ਹੇਠ ਲਕੀਰ ਮਾਰਦੇ ਹਨ ਅਤੇ ਆਪੋ-ਆਪਣੇ ਵਾਕਾਂ ਨੂੰ ਚਿੱਤਰਾਂ ਨਾਲ ਦਰਸਾਉਂਦੇ ਹੋਏ ਲਿਖਦੇ ਹਨ।
ਸਮਾਪਤੀ (ਸਾਰਾ ਕਲਾਸ - 5 ਮਿੰਟ): ਛੋਟੀ ਅਤੇ ਲੰਮੀ 'oo' ਧੁਨੀਆਂ ਦੀ ਸਮੀਖਿਆ ਕਰੋ।,ਸਮਾਪਤੀ (ਪੂਰੀ ਜਮਾਤ - 5 ਮਿੰਟ): ਛੋਟੀ ਅਤੇ ਲੰਮੀ 'ਊ/oo' ਧੁਨੀਆਂ ਦੀ ਸਮੀਖਿਆ ਕਰੋ।
ਵਿਦਿਆਰਥੀਆਂ ਨੂੰ ਆਪਣੀਆਂ ਵਾਕਾਂ ਸਾਂਝਾ ਕਰਨ ਲਈ ਆਮੰਤਰਿਤ ਕਰੋ।,ਵਿਦਿਆਰਥੀਆਂ ਨੂੰ ਆਪਣੇ ਵਾਕ ਸਾਂਝਾ ਕਰਨ ਲਈ ਕਹੋ।
"ਮੁਲਾਂਕਣ: ਵਿਦਿਆਰਥੀਆਂ ਦੀ ਭਾਗੀਦਾਰੀ, ਪੜ੍ਹਾਈ ਅਤੇ ਲਿਖਾਈ ਦੇ ਕੰਮਾਂ 'ਤੇ ਨਿਗਰਾਨੀ ਅਤੇ ਫੀਡਬੈਕ ਰਾਹੀਂ ਰੂਪਾਂਤਰਕ ਮੁਲਾਂਕਣ ਫੋਨਿਕਸ ਦੱਖਲਾਂ ਨੂੰ ਮਜ਼ਬੂਤ ਕਰੇਗਾ।","ਮੁਲਾਂਕਣ: ਵਿਦਿਆਰਥੀਆਂ ਦੀ ਭਾਗੀਦਾਰੀ, ਪੜ੍ਹਨ ਅਤੇ ਲਿਖਣ ਦੇ ਕੰਮਾਂ 'ਤੇ ਨਿਗਰਾਨੀ ਅਤੇ ਸੁਝਾਅਵਾਂ ਰਾਹੀਂ ਕੀਤਾ ਜਾਣ ਵਾਲਾ ਵਿਕਾਸ ਸੰਬੰਧੀ ਰੂਪਾਂਤਰਕ ਮੁਲਾਂਕਣ, ਫੋਨਿਕਸ ਦੇ ਹੁਨਰ ਮਜ਼ਬੂਤ ਕਰੇਗਾ।"
ਇਹ ਸੰਰਚਿਤ ਪਹੁੰਚ ਵਿਦਿਆਰਥੀਆਂ ਨੂੰ ਮਾਨਵਿਕ ਤੌਰ 'ਤੇ ਸ਼ਾਮਿਲ ਕਰਦੀ ਹੈ ਜਦੋਂ ਕਿ NSW ਪਾਠਕਰਮ ਦੇ ਨਤੀਜੇ ਪ੍ਰ...,"ਇਹ ਸੰਰਚਿਤ ਤਰੀਕਾ, ਨਿਊ ਸਾਊਥ ਵੇਲਜ਼ ਦੇ ਪਾਠਕ੍ਰਮਾਂ ‘ਤੇ ਪੂਰਾ ਉਤਰਨ ਦੇ ਨਾਲ-ਨਾਲ਼, ਅਰਥਪੂਰਵਕ ਢੰਗ ਨਾਲ ਵਿਦਿਆਰਥੀਆਂ ਦੀ ਸ਼ਮੂਲੀਅਤ ਕਰਦਾ ਹੈ।"
